1000,6.278124996204855,16,nan,nan,0.5,nan,12.915115107397071,"runs\SAC_enc256_2\chkpts\2026-04-25-03_11_54.pt",16,0,13,-3.0
2000,6.776499994713808,31,nan,nan,0.5,nan,13.098234790401758,"runs\SAC_enc256_2\chkpts\2026-04-25-03_13_09.pt",15,0,12,-3.0
3000,8.471499991808084,43,nan,nan,0.5,nan,13.435013030420171,"runs\SAC_enc256_2\chkpts\2026-04-25-03_14_20.pt",12,0,9,-3.0
4000,8.59199999146163,57,nan,nan,0.5,nan,13.467892325901012,"runs\SAC_enc256_2\chkpts\2026-04-25-03_15_33.pt",14,0,11,-3.0
5000,5.820499996636059,73,1.2796862125396729,-1.5428165793418884,0.4999774992465973,0.5792960822582245,13.310886690566102,"runs\SAC_enc256_2\chkpts\2026-04-25-03_16_52.pt",16,0,14,-3.0
6000,8.928799119982862,83,2.099450409412384,-11.545505046844482,0.470855712890625,10.578989028930664,11.288884321148684,"runs\SAC_enc256_2\chkpts\2026-04-25-03_19_28.pt",10,1,0,-3.0
7000,10.940683377385131,94,1.7851223945617676,-18.54961585998535,0.443438321352005,17.63700008392334,10.174707575708654,"runs\SAC_enc256_2\chkpts\2026-04-25-03_22_04.pt",11,1,1,-3.0
8000,11.15967129973694,103,3.2021484375,-23.729208946228027,0.41761624813079834,22.871992111206055,9.53243102246548,"runs\SAC_enc256_2\chkpts\2026-04-25-03_24_36.pt",9,1,2,-3.0
9000,10.966521833725267,114,5.591984272003174,-28.08673095703125,0.39330556988716125,27.283637046813965,9.024392078228761,"runs\SAC_enc256_2\chkpts\2026-04-25-03_27_14.pt",11,1,0,-3.0
10000,10.207734783086911,125,13.060791969299316,-30.39728546142578,0.3704037517309189,29.633809089660645,8.655981159963655,"runs\SAC_enc256_2\chkpts\2026-04-25-03_29_52.pt",11,0,0,-3.0
11000,10.655181476753189,135,6.830016136169434,-31.41725730895996,0.34883663058280945,30.707523345947266,8.390932089857769,"runs\SAC_enc256_2\chkpts\2026-04-25-03_32_27.pt",10,1,0,-3.0
12000,12.146234051901846,144,11.016750812530518,-33.984079360961914,0.32851092517375946,33.31488037109375,8.201251425407982,"runs\SAC_enc256_2\chkpts\2026-04-25-03_35_00.pt",9,2,0,-3.0
13000,12.800052562039344,154,18.08075714111328,-33.2474250793457,0.30938413739204407,32.609357833862305,8.028551186958964,"runs\SAC_enc256_2\chkpts\2026-04-25-03_37_36.pt",10,0,0,-3.0
14000,13.691471428964283,162,15.426653385162354,-33.25922775268555,0.29135648906230927,32.662803649902344,7.9104134110917546,"runs\SAC_enc256_2\chkpts\2026-04-25-03_40_06.pt",8,1,0,-3.0
15000,12.910087643563742,171,13.908782958984375,-32.47178363800049,0.2743878811597824,31.91523551940918,7.809681053278766,"runs\SAC_enc256_2\chkpts\2026-04-25-03_42_37.pt",9,3,1,-3.0
16000,15.55047147916631,178,11.810116291046143,-34.08937072753906,0.25842295587062836,33.56613731384277,7.737159058859856,"runs\SAC_enc256_2\chkpts\2026-04-25-03_45_04.pt",7,1,1,-3.0
17000,15.725487194694598,187,14.053029537200928,-34.6928596496582,0.24336077272891998,34.20557403564453,7.656586004243708,"runs\SAC_enc256_2\chkpts\2026-04-25-03_47_37.pt",9,2,0,-3.0
18000,13.022907436788074,197,20.802085876464844,-31.937742233276367,0.229211688041687,31.479777336120605,7.574171994476008,"runs\SAC_enc256_2\chkpts\2026-04-25-03_50_13.pt",10,0,0,-3.0
19000,11.486499985326066,207,13.619853019714355,-31.473978996276855,0.2158592864871025,31.033130645751953,7.502713572355586,"runs\SAC_enc256_2\chkpts\2026-04-25-03_52_49.pt",10,0,0,-3.0
20000,11.702999980133017,216,14.958897113800049,-29.495898246765137,0.20329726487398148,29.08786392211914,7.447907975504014,"runs\SAC_enc256_2\chkpts\2026-04-25-03_55_22.pt",9,0,1,-3.0
21000,13.382365565635265,226,9.759332180023193,-31.212112426757812,0.1914704144001007,30.822141647338867,7.402242854057574,"runs\SAC_enc256_2\chkpts\2026-04-25-03_57_53.pt",10,6,0,-3.0
22000,15.802780363038192,234,14.477232456207275,-28.6478214263916,0.18030992150306702,28.28103256225586,7.365215898960268,"runs\SAC_enc256_2\chkpts\2026-04-25-04_00_23.pt",8,2,0,-3.0
23000,13.469193257838494,244,14.424904346466064,-26.747026443481445,0.16982737928628922,26.413190841674805,7.322181591829821,"runs\SAC_enc256_2\chkpts\2026-04-25-04_02_58.pt",10,2,1,-3.0
24000,11.97513829492032,254,13.161458969116211,-24.774490356445312,0.1599254012107849,24.448450088500977,7.2869068171593865,"runs\SAC_enc256_2\chkpts\2026-04-25-04_05_30.pt",10,5,0,-3.0
25000,12.525519856158637,263,10.37167739868164,-23.1875057220459,0.15060210227966309,22.880064964294434,7.255297993250975,"runs\SAC_enc256_2\chkpts\2026-04-25-04_08_02.pt",9,2,0,-3.0
26000,12.586330753639334,272,9.576868057250977,-22.741369247436523,0.14184194058179855,22.455300331115723,7.224770501806465,"runs\SAC_enc256_2\chkpts\2026-04-25-04_10_35.pt",9,0,1,-3.0
27000,12.383534255214027,282,7.476420164108276,-21.81088352203369,0.1336156725883484,21.548458099365234,7.196465780929608,"runs\SAC_enc256_2\chkpts\2026-04-25-04_13_08.pt",10,2,2,-3.0
28000,13.56401455234736,291,6.861546993255615,-21.176572799682617,0.12583108246326447,20.92599105834961,7.170835307314314,"runs\SAC_enc256_2\chkpts\2026-04-25-04_15_41.pt",9,2,0,-3.0
29000,15.12548027392478,298,9.920117378234863,-18.944148063659668,0.11847717687487602,18.704726219177246,7.153715997653167,"runs\SAC_enc256_2\chkpts\2026-04-25-04_18_10.pt",7,0,0,-3.0
30000,15.513999974001203,307,5.845472574234009,-18.875396728515625,0.11157460510730743,18.647513389587402,7.130123534389004,"runs\SAC_enc256_2\chkpts\2026-04-25-04_20_44.pt",9,0,0,-3.0
31000,13.079499980658294,316,8.531517505645752,-16.78273105621338,0.10508336871862411,16.568857192993164,7.109215460060113,"runs\SAC_enc256_2\chkpts\2026-04-25-04_23_17.pt",9,0,1,-3.0
32000,13.712877986114469,325,6.820441007614136,-15.51782512664795,0.09897340461611748,15.329752922058105,7.0918808969783775,"runs\SAC_enc256_2\chkpts\2026-04-25-04_25_49.pt",9,3,0,-3.0
