20480,67.85301208496094,22,0.013142981725104618,0.8707017520908267,-0.9177077561616898,0.4224316814521444,18.725212666856937,"runs\2026-04-07-22_08_03\chkpts\2026-04-09-06_24_29.pt,13.454592605820272,34.54592605820276,133"
40960,63.76350021362305,46,0.0008123424515360967,0.7222285120747983,-0.9021920461207629,0.3701765982521465,18.685059965300947,"runs\2026-04-07-22_08_03\chkpts\2026-04-09-06_42_48.pt,28.28490363796551,72.01570304632187,120"
61440,56.04001998901367,70,0.02813441061589401,0.7026402487186715,-0.906356742605567,0.45465570865926563,18.675175391816026,"runs\2026-04-07-22_08_03\chkpts\2026-04-09-07_01_05.pt,38.75472565827545,100.13984917534722,135"
81920,47.73314666748047,96,5.982808652333915e-05,0.4494250476593152,-0.9028968572616577,0.40606257450417615,18.651304821318938,"runs\2026-04-07-22_08_03\chkpts\2026-04-09-07_19_28.pt,48.29828282413101,126.02918585720441,151"
102400,24.580684661865234,146,0.01464141505130101,0.45186849316814914,-0.8942842300981283,0.34905387533799515,18.459679326940385,"runs\2026-04-07-22_08_03\chkpts\2026-04-09-07_38_43.pt,69.92461306303733,178.15238063037395,128"
122880,12.850560188293457,192,-0.0009976855595596134,0.4034964342252351,-0.8940622784197331,0.38919938095350515,18.35681867088304,"runs\2026-04-07-22_08_03\chkpts\2026-04-09-07_57_49.pt,82.11978789854416,204.14361541955046,129"
143360,2.656895637512207,245,0.027549155565793626,0.32619977912399917,-0.9042765840888023,0.3762863312702393,18.247577656164793,"runs\2026-04-07-22_08_03\chkpts\2026-04-09-08_17_12.pt,124.06554337727397,302.76069693063437,95"
163840,2.2087583541870117,347,0.009484374983003363,0.39721470249351115,-0.8640785876661539,0.22957129252899905,17.950232807208685,"runs\2026-04-07-22_08_03\chkpts\2026-04-09-08_38_23.pt,261.86684188792054,622.9237380281407,47"
184320,1.717254400253296,434,-0.0004266708201612346,0.2697436344460584,-0.8549637142568827,0.25203221493866296,17.782657192255733,"runs\2026-04-07-22_08_03\chkpts\2026-04-09-08_59_01.pt,134.83766482090957,310.376648209095,100"
204800,0.26589322090148926,510,0.003846862471255008,0.45577329986263065,-0.8582321260124445,0.31674752675462514,17.687944774261016,"runs\2026-04-07-22_08_03\chkpts\2026-04-09-09_19_14.pt,196.27288287208512,440.81102050167243,73"
